Bplus,Decay ID
B^{-}\rightarrow \phi \rho^{-} {\eta^{\prime}},1466
B^{-}\rightarrow \phi \pi^{+} \pi^{-} \pi^{-},1467
B^{-}\rightarrow \phi \pi^{-} \pi^{0} \pi^{0},1468
B^{-}\rightarrow \phi \pi^{-} \eta \pi^{0},1469
B^{-}\rightarrow \phi \pi^{-} {\eta^{\prime}} \pi^{0},1470
B^{-}\rightarrow K^{0} K^{-} \rho^{+} \pi^{-},1471
B^{-}\rightarrow K^{0} K^{-} \rho^{-} \pi^{+},1472
B^{-}\rightarrow K^{0} K^{-} \rho^{0} \pi^{0},1473
B^{-}\rightarrow K^{0} K^{-} \rho^{0} \eta,1474
B^{-}\rightarrow K^{0} K^{-} \rho^{0} {\eta^{\prime}},1475
B^{-}\rightarrow K^{0} K^{-} \omega \pi^{0},1476
B^{-}\rightarrow K^{0} K^{-} f_{0} \pi^{0},1477
B^{-}\rightarrow K^{+} K^{-} \rho^{0} \pi^{-},1478
B^{-}\rightarrow K^{+} K^{-} \rho^{-} \pi^{0},1479
B^{-}\rightarrow K^{+} K^{-} \rho^{-} \eta,1480
B^{-}\rightarrow K^{+} K^{-} \rho^{-} {\eta^{\prime}},1481
B^{-}\rightarrow K^{+} K^{-} \omega \pi^{-},1482
B^{-}\rightarrow K^{0} \bar{K}^{0} \rho^{0} \pi^{-},1483
B^{-}\rightarrow K^{0} \bar{K}^{0} \omega \pi^{-},1484
B^{-}\rightarrow K^{0} \bar{K}^{0} f_{0} \pi^{-},1485
B^{-}\rightarrow K^{0} \bar{K}^{0} \rho^{-} \pi^{0},1486
B^{-}\rightarrow K^{0} \bar{K}^{0} \rho^{-} \eta,1487
B^{-}\rightarrow K^{0} \bar{K}^{0} \rho^{-} {\eta^{\prime}},1488
B^{-}\rightarrow \bar{K}^{0} K^{+} \rho^{-} \pi^{-},1489
B^{-}\rightarrow \bar{K}^{0} K^{+} \pi^{-} \pi^{-} \pi^{0},1490
B^{-}\rightarrow \bar{K}^{0} K^{+} \pi^{-} \pi^{-} \eta,1491
B^{-}\rightarrow \bar{K}^{0} K^{+} \pi^{-} \pi^{-} {\eta^{\prime}},1492
B^{-}\rightarrow K^{+} K^{-} \pi^{+} \pi^{-} \pi^{-},1493
B^{-}\rightarrow K^{+} K^{-} \pi^{-} \pi^{0} \pi^{0},1494
B^{-}\rightarrow K^{+} K^{-} \pi^{-} \eta \pi^{0},1495
B^{-}\rightarrow K^{+} K^{-} \pi^{-} {\eta^{\prime}} \pi^{0},1496
B^{-}\rightarrow K^{0} \bar{K}^{0} \pi^{+} \pi^{-} \pi^{-},1497
B^{-}\rightarrow K^{0} \bar{K}^{0} \pi^{-} \pi^{0} \pi^{0},1498
B^{-}\rightarrow K^{0} \bar{K}^{0} \pi^{-} \eta \pi^{0},1499
B^{-}\rightarrow K^{0} \bar{K}^{0} \pi^{-} {\eta^{\prime}} \pi^{0},1500
B^{-}\rightarrow K^{0} K^{-} \pi^{+} \pi^{-} \pi^{0},1501
B^{-}\rightarrow K^{0} K^{-} \pi^{+} \pi^{-} \eta,1502
B^{-}\rightarrow K^{0} K^{-} \pi^{+} \pi^{-} {\eta^{\prime}},1503
B^{-}\rightarrow K^{0} K^{-} \pi^{0} \pi^{0} \pi^{0},1504
B^{-}\rightarrow K^{0} K^{-} \pi^{0} \eta \pi^{0},1505
B^{-}\rightarrow K^{0} K^{-} \pi^{0} {\eta^{\prime}} \pi^{0},1506
B^{-}\rightarrow \bar{K}^{*0} K^{+} \pi^{-} \pi^{-},1507
B^{-}\rightarrow K^{*+} \bar{K}^{0} \pi^{-} \pi^{-},1508
B^{-}\rightarrow K^{*-} K^{+} \pi^{-} \pi^{0},1509
B^{-}\rightarrow K^{*+} K^{-} \pi^{-} \pi^{0},1510
B^{-}\rightarrow K^{*0} \bar{K}^{0} \pi^{-} \pi^{0},1511
B^{-}\rightarrow K^{0} \bar{K}^{*0} \pi^{-} \pi^{0},1512
B^{-}\rightarrow K^{-} K^{*0} \pi^{0} \pi^{0},1513
B^{-}\rightarrow K^{-} K^{*0} \eta \pi^{0},1514
B^{-}\rightarrow K^{-} K^{*0} {\eta^{\prime}} \pi^{0},1515
B^{-}\rightarrow K^{*-} K^{0} \pi^{0} \pi^{0},1516
B^{-}\rightarrow K^{*-} K^{0} \eta \pi^{0},1517
B^{-}\rightarrow K^{*-} K^{0} {\eta^{\prime}} \pi^{0},1518
B^{-}\rightarrow \phi K^{*-} \pi^{0},1519
B^{-}\rightarrow \phi K^{-} \rho^{0},1520
B^{-}\rightarrow \phi K^{-} \omega,1521
B^{-}\rightarrow \phi K^{-} f_{0},1522
B^{-}\rightarrow \phi \bar{K}^{0} \rho^{-},1523
B^{-}\rightarrow \phi \bar{K}^{0} \pi^{-} \pi^{0},1524
B^{-}\rightarrow \phi K^{-} \pi^{+} \pi^{-},1525
B^{-}\rightarrow \phi K^{-} \pi^{0} \pi^{0},1526
B^{-}\rightarrow \phi K^{-} \eta \pi^{0},1527
B^{-}\rightarrow \phi K^{-} {\eta^{\prime}} \pi^{0},1528
B^{-}\rightarrow K^{+} K^{-} K^{*-} \pi^{0},1529
B^{-}\rightarrow K^{-} K^{*+} K^{-} \pi^{0},1530
B^{-}\rightarrow K^{-} K^{*0} \bar{K}^{0} \pi^{0},1531
B^{-}\rightarrow K^{-} K^{0} \bar{K}^{*0} \pi^{0},1532
B^{-}\rightarrow K^{0} K^{*-} \bar{K}^{0} \pi^{0},1533
B^{-}\rightarrow K^{+} K^{-} K^{-} \rho^{0},1534
B^{-}\rightarrow K^{+} K^{-} K^{-} \omega,1535
B^{-}\rightarrow K^{+} K^{-} K^{-} f_{0},1536
B^{-}\rightarrow K^{-} K^{+} \bar{K}^{0} \rho^{-},1537
B^{-}\rightarrow K^{-} K^{-} K^{+} \pi^{0} \pi^{0},1538
B^{-}\rightarrow K^{-} K^{-} K^{+} \eta \pi^{0},1539
B^{-}\rightarrow K^{-} K^{-} K^{+} {\eta^{\prime}} \pi^{0},1540
B^{-}\rightarrow K^{+} K^{-} \bar{K}^{0} \pi^{-} \pi^{0},1541
B^{-}\rightarrow K^{0} \bar{K}^{0} K^{-} \pi^{0} \pi^{0},1542
B^{-}\rightarrow K^{0} \bar{K}^{0} K^{-} \eta \pi^{0},1543
B^{-}\rightarrow K^{0} \bar{K}^{0} K^{-} {\eta^{\prime}} \pi^{0},1544
B^{-}\rightarrow K^{0} \bar{K}^{0} \bar{K}^{0} \pi^{-} \pi^{0},1545
B^{-}\rightarrow \phi \bar{K}_{0}^{*0} \pi^{-},1546
B^{-}\rightarrow \phi K_{0}^{*-} \pi^{0},1547
B^{-}\rightarrow \phi K_{0}^{*-} \eta,1548
B^{-}\rightarrow \phi K_{0}^{*-} {\eta^{\prime}},1549
B^{-}\rightarrow K^{-} K^{+} K_{0}^{*-} \pi^{0},1550
B^{-}\rightarrow K^{-} K^{+} K_{0}^{*-} \eta,1551
B^{-}\rightarrow K^{-} K^{+} K_{0}^{*-} {\eta^{\prime}},1552
B^{-}\rightarrow K^{-} K^{-} K_{0}^{*+} \pi^{0},1553
B^{-}\rightarrow K^{-} K^{-} K_{0}^{*+} \eta,1554
B^{-}\rightarrow K^{-} K^{-} K_{0}^{*+} {\eta^{\prime}},1555
B^{-}\rightarrow K^{-} K^{+} \bar{K}_{0}^{*0} \pi^{-},1556
B^{-}\rightarrow K^{-} K^{-} K_{0}^{*0} \pi^{+},1557
B^{-}\rightarrow \bar{K}^{0} \bar{K}^{0} K_{0}^{*0} \pi^{-},1558
B^{-}\rightarrow K^{-} \bar{K}_{0}^{*0} K^{0} \pi^{0},1559
B^{-}\rightarrow K^{-} \bar{K}_{0}^{*0} K^{0} \eta,1560
B^{-}\rightarrow K^{-} \bar{K}_{0}^{*0} K^{0} {\eta^{\prime}},1561
B^{-}\rightarrow K^{-} K_{0}^{*0} \bar{K}^{0} \pi^{0},1562
B^{-}\rightarrow K^{-} K_{0}^{*0} \bar{K}^{0} \eta,1563
B^{-}\rightarrow K^{-} K_{0}^{*0} \bar{K}^{0} {\eta^{\prime}},1564
B^{-}\rightarrow \phi \bar{{K^{\prime}}}_{1}^{0} \pi^{-},1565
B^{-}\rightarrow \phi {K^{\prime}}_{1}^{-} \pi^{0},1566
B^{-}\rightarrow \phi {K^{\prime}}_{1}^{-} \eta,1567
B^{-}\rightarrow \phi {K^{\prime}}_{1}^{-} {\eta^{\prime}},1568
B^{-}\rightarrow K^{-} K^{+} \bar{{K^{\prime}}}_{1}^{0} \pi^{-},1569
B^{-}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{-} \pi^{0},1570
B^{-}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{-} \eta,1571
B^{-}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{-} {\eta^{\prime}},1572
B^{-}\rightarrow K^{-} K^{-} {K^{\prime}}_{1}^{+} \pi^{0},1573
B^{-}\rightarrow K^{-} K^{-} \bar{{K^{\prime}}}_{1}^{0} \pi^{+},1574
B^{-}\rightarrow K^{0} \bar{K}^{0} \bar{{K^{\prime}}}_{1}^{0} \pi^{-},1575
B^{-}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{-} \pi^{0},1576
B^{-}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{-} \eta,1577
B^{-}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{-} {\eta^{\prime}},1578
B^{-}\rightarrow \bar{K}^{0} \bar{K}^{0} {K^{\prime}}_{1}^{0} \pi^{-},1579
B^{-}\rightarrow K^{0} K^{0} {K^{\prime}}_{1}^{-} \pi^{0},1580
B^{-}\rightarrow K^{0} K^{0} {K^{\prime}}_{1}^{-} \eta,1581
B^{-}\rightarrow K^{0} K^{0} {K^{\prime}}_{1}^{-} {\eta^{\prime}},1582
B^{-}\rightarrow K^{-} K^{0} \bar{{K^{\prime}}}_{1}^{0} \pi^{0},1583
B^{-}\rightarrow K^{-} K^{0} \bar{{K^{\prime}}}_{1}^{0} \eta,1584
B^{-}\rightarrow K^{-} K^{0} \bar{{K^{\prime}}}_{1}^{0} {\eta^{\prime}},1585
B^{-}\rightarrow K^{-} {K^{\prime}}_{1}^{0} \bar{K}^{0} \pi^{0},1586
B^{-}\rightarrow K^{-} {K^{\prime}}_{1}^{0} \bar{K}^{0} \eta,1587
B^{-}\rightarrow K^{-} {K^{\prime}}_{1}^{0} \bar{K}^{0} {\eta^{\prime}},1588
B^{-}\rightarrow \phi \phi K^{-},1589
B^{-}\rightarrow \phi \phi \pi^{-},1590
B^{-}\rightarrow \phi K^{+} K^{-} K^{-},1591
B^{-}\rightarrow \phi K^{0} \bar{K}^{0} K^{-},1592
B^{-}\rightarrow \phi K^{0} \bar{K}^{0} \pi^{-},1593
B^{-}\rightarrow \phi K^{0} K^{-} \pi^{0},1594
B^{-}\rightarrow K^{+} K^{-} K^{+} K^{-} \pi^{-},1595
B^{-}\rightarrow K^{+} K^{-} K^{0} \bar{K}^{0} \pi^{-},1596
B^{-}\rightarrow K^{+} K^{-} K^{-} K^{0} \pi^{0},1597
B^{-}\rightarrow K^{0} \bar{K}^{0} K^{0} K^{-} \pi^{0},1598
B^{-}\rightarrow \phi \phi K^{*-},1599
B^{-}\rightarrow \phi K^{+} K^{-} K^{*-},1600
B^{-}\rightarrow \phi K^{0} \bar{K}^{0} K^{*-},1601
B^{-}\rightarrow \phi K^{0} K^{-} K^{*0},1602
B^{-}\rightarrow \phi K^{+} K^{-} K^{-} \pi^{0},1603
B^{-}\rightarrow \phi K^{+} K^{-} \bar{K}^{0} \pi^{-},1604
B^{-}\rightarrow \phi K^{0} \bar{K}^{0} K^{-} \pi^{0},1605
B^{-}\rightarrow \phi K^{0} \bar{K}^{0} \bar{K}^{0} \pi^{-},1606
B^{-}\rightarrow \phi K^{0} K^{-} K^{-} \pi^{+},1607
B^{-}\rightarrow a_{1}^{-} a_{1}^{0},1608
B^{-}\rightarrow J/\psi K^{-},1609
B^{-}\rightarrow J/\psi K^{*-},1610
B^{-}\rightarrow J/\psi \pi^{-},1611
B^{-}\rightarrow J/\psi \rho^{-},1612
B^{-}\rightarrow J/\psi \bar{K}^{0} \pi^{-},1613
B^{-}\rightarrow J/\psi K^{-} \pi^{0},1614
B^{-}\rightarrow J/\psi {K^{\prime}}_{1}^{-},1615
B^{-}\rightarrow J/\psi K_{2}^{*-},1616
B^{-}\rightarrow J/\psi K_{1}^{-},1617
B^{-}\rightarrow J/\psi K^{-} \pi^{+} \pi^{-},1618
B^{-}\rightarrow J/\psi K^{-} K^{+} K^{-},1619
B^{-}\rightarrow J/\psi \eta K^{-},1620
B^{-}\rightarrow J/\psi \phi K^{-},1621
B^{-}\rightarrow J/\psi \omega K^{-},1622
B^{-}\rightarrow J/\psi \pi^{-} \pi^{-} \pi^{-} \pi^{+} \pi^{+},1623
B^{-}\rightarrow J/\psi \bar{p}^{-} \Lambda^{0},1624
B^{-}\rightarrow \psi(2S) K^{-},1625
B^{-}\rightarrow \psi(2S) K^{*-},1626
B^{-}\rightarrow \psi(2S) \bar{K}^{0} \pi^{-},1627
B^{-}\rightarrow \psi(2S) K^{-} \pi^{0},1628
B^{-}\rightarrow \psi(2S) K^{-} \pi^{+} \pi^{-},1629
B^{-}\rightarrow \psi(2S) K^{-} \pi^{0} \pi^{0},1630
B^{-}\rightarrow \psi(2S) \bar{K}^{0} \pi^{-} \pi^{0},1631
B^{-}\rightarrow \psi(2S) K_{1}^{-},1632
B^{-}\rightarrow \psi(2S) \pi^{-},1633
B^{-}\rightarrow \psi(2S) \phi K^{-},1634
B^{-}\rightarrow \eta_{c} K^{-},1635
B^{-}\rightarrow K^{*-} \eta_{c},1636
B^{-}\rightarrow \eta_{c} \bar{K}^{0} \pi^{-},1637
B^{-}\rightarrow \eta_{c} K^{-} \pi^{0},1638
B^{-}\rightarrow \eta_{c} K^{-} \pi^{+} \pi^{-},1639
B^{-}\rightarrow \eta_{c} K^{-} \pi^{0} \pi^{0},1640
B^{-}\rightarrow \eta_{c} \bar{K}^{0} \pi^{-} \pi^{0},1641
B^{-}\rightarrow \eta_{c}(2S) K^{-},1642
B^{-}\rightarrow K^{*-} \eta_{c}(2S),1643
B^{-}\rightarrow \eta_{c}(2S) \bar{K}^{0} \pi^{-},1644
B^{-}\rightarrow \eta_{c}(2S) K^{-} \pi^{0},1645
B^{-}\rightarrow \eta_{c}(2S) K^{-} \pi^{+} \pi^{-},1646
B^{-}\rightarrow \eta_{c}(2S) K^{-} \pi^{0} \pi^{0},1647
B^{-}\rightarrow \eta_{c}(2S) \bar{K}^{0} \pi^{-} \pi^{0},1648
B^{-}\rightarrow \chi_{c0} K^{-},1649
B^{-}\rightarrow K^{*-} \chi_{c0},1650
B^{-}\rightarrow \chi_{c0} \bar{K}^{0} \pi^{-},1651
B^{-}\rightarrow \chi_{c0} K^{-} \pi^{0},1652
B^{-}\rightarrow \chi_{c0} K^{-} \pi^{+} \pi^{-},1653
B^{-}\rightarrow \chi_{c0} K^{-} \pi^{0} \pi^{0},1654
B^{-}\rightarrow \chi_{c0} \bar{K}^{0} \pi^{-} \pi^{0},1655
B^{-}\rightarrow \chi_{c1} K^{-},1656
B^{-}\rightarrow \chi_{c1} K^{*-},1657
B^{-}\rightarrow \chi_{c1} \bar{K}^{0} \pi^{-},1658
B^{-}\rightarrow \chi_{c1} K^{-} \pi^{0},1659
B^{-}\rightarrow \chi_{c1} K^{-} \pi^{+} \pi^{-},1660
B^{-}\rightarrow \chi_{c1} K^{-} \pi^{0} \pi^{0},1661
B^{-}\rightarrow \chi_{c1} \bar{K}^{0} \pi^{-} \pi^{0},1662
B^{-}\rightarrow \chi_{c1} \pi^{-},1663
B^{-}\rightarrow \chi_{c2} K^{-},1664
B^{-}\rightarrow \chi_{c2} K^{*-},1665
B^{-}\rightarrow \chi_{c2} \bar{K}^{0} \pi^{-},1666
B^{-}\rightarrow \chi_{c2} K^{-} \pi^{0},1667
B^{-}\rightarrow \chi_{c2} K^{-} \pi^{+} \pi^{-},1668
B^{-}\rightarrow \chi_{c2} K^{-} \pi^{0} \pi^{0},1669
B^{-}\rightarrow \chi_{c2} \bar{K}^{0} \pi^{-} \pi^{0},1670
B^{-}\rightarrow \psi(377^{0}) K^{-},1671
B^{-}\rightarrow \psi(377^{0}) K^{*-},1672
B^{-}\rightarrow \psi(377^{0}) \bar{K}^{0} \pi^{-},1673
B^{-}\rightarrow \psi(377^{0}) K^{-} \pi^{0},1674
B^{-}\rightarrow \psi(377^{0}) K^{-} \pi^{+} \pi^{-},1675
B^{-}\rightarrow \psi(377^{0}) K^{-} \pi^{0} \pi^{0},1676
B^{-}\rightarrow \psi(377^{0}) \bar{K}^{0} \pi^{-} \pi^{0},1677
B^{-}\rightarrow \psi(377^{0}) K_{1}^{-},1678
B^{-}\rightarrow \psi(416^{0}) K^{-},1679
B^{-}\rightarrow h_{c} K^{-},1680
B^{-}\rightarrow D^{0} D_{s}^{-},1681
B^{-}\rightarrow D^{*0} D_{s}^{-},1682
B^{-}\rightarrow D_{s}^{*-} D^{0},1683
B^{-}\rightarrow D_{s}^{*-} D^{*0},1684
B^{-}\rightarrow {D^{\prime}}_{1}^{0} D_{s}^{-},1685
B^{-}\rightarrow {D^{\prime}}_{1}^{0} D_{s}^{*-},1686
B^{-}\rightarrow D_{1}^{0} D_{s}^{-},1687
B^{-}\rightarrow D_{1}^{0} D_{s}^{*-},1688
B^{-}\rightarrow D_{2}^{*0} D_{s}^{-},1689
B^{-}\rightarrow D_{2}^{*0} D_{s}^{*-},1690
B^{-}\rightarrow D_{s}^{-} D^{+} \pi^{-},1691
B^{-}\rightarrow D_{s}^{-} D^{0} \pi^{0},1692
B^{-}\rightarrow D_{s}^{*-} D^{+} \pi^{-},1693
B^{-}\rightarrow D_{s}^{*-} D^{0} \pi^{0},1694
B^{-}\rightarrow D_{s}^{-} D^{+} \pi^{-} \pi^{0},1695
B^{-}\rightarrow D_{s}^{-} D^{0} \pi^{-} \pi^{+},1696
B^{-}\rightarrow D_{s}^{-} D^{0} \pi^{0} \pi^{0},1697
B^{-}\rightarrow D_{s}^{*-} D^{+} \pi^{-} \pi^{0},1698
B^{-}\rightarrow D_{s}^{*-} D^{0} \pi^{-} \pi^{+},1699
B^{-}\rightarrow D_{s}^{*-} D^{0} \pi^{0} \pi^{0},1700
B^{-}\rightarrow D^{0} D^{-} \bar{K}^{0},1701
B^{-}\rightarrow D^{0} D^{*-} \bar{K}^{0},1702
B^{-}\rightarrow D^{*0} D^{-} \bar{K}^{0},1703
B^{-}\rightarrow D^{*0} D^{*-} \bar{K}^{0},1704
B^{-}\rightarrow D^{0} \bar{D}^{0} K^{-},1705
B^{-}\rightarrow D^{*0} \bar{D}^{0} K^{-},1706
B^{-}\rightarrow D^{0} \bar{D}^{*0} K^{-},1707
B^{-}\rightarrow D^{*0} \bar{D}^{*0} K^{-},1708
B^{-}\rightarrow D^{-} D^{+} K^{-},1709
B^{-}\rightarrow D^{*-} D^{+} K^{-},1710
B^{-}\rightarrow D^{-} D^{*+} K^{-},1711
B^{-}\rightarrow D^{*-} D^{*+} K^{-},1712
B^{-}\rightarrow D^{0} D^{-} \bar{K}^{*0},1713
B^{-}\rightarrow D^{*0} D^{-} \bar{K}^{*0},1714
B^{-}\rightarrow D^{0} D^{*-} \bar{K}^{*0},1715
B^{-}\rightarrow D^{*0} D^{*-} \bar{K}^{*0},1716
B^{-}\rightarrow D^{0} \bar{D}^{0} K^{*-},1717
B^{-}\rightarrow D^{*0} \bar{D}^{0} K^{*-},1718
B^{-}\rightarrow D^{0} \bar{D}^{*0} K^{*-},1719
B^{-}\rightarrow D^{*0} \bar{D}^{*0} K^{*-},1720
B^{-}\rightarrow D^{-} D^{+} K^{*-},1721
B^{-}\rightarrow D^{*-} D^{+} K^{*-},1722
B^{-}\rightarrow D^{-} D^{*+} K^{*-},1723
B^{-}\rightarrow D^{*-} D^{*+} K^{*-},1724
B^{-}\rightarrow D^{-} D^{0},1725
B^{-}\rightarrow D^{*-} D^{0},1726
B^{-}\rightarrow D^{*0} D^{-},1727
B^{-}\rightarrow D^{*0} D^{*-},1728
B^{-}\rightarrow D^{*0} \pi^{-},1729
B^{-}\rightarrow D^{0} \pi^{-},1730
B^{-}\rightarrow \rho^{-} D^{0},1731
B^{-}\rightarrow D^{*0} \rho^{-},1732
B^{-}\rightarrow D^{0} \pi^{0} \pi^{-},1733
B^{-}\rightarrow D^{*0} \pi^{0} \pi^{-},1734
B^{-}\rightarrow D^{+} \pi^{-} \pi^{-},1735
B^{-}\rightarrow D^{*+} \pi^{-} \pi^{-},1736
B^{-}\rightarrow a_{1}^{-} D^{0},1737
B^{-}\rightarrow D^{0} \rho^{0} \pi^{-},1738
B^{-}\rightarrow D^{0} \pi^{+} \pi^{-} \pi^{-},1739
B^{-}\rightarrow D^{*0} a_{1}^{-},1740
B^{-}\rightarrow D^{*0} \rho^{0} \pi^{-},1741
B^{-}\rightarrow D^{*0} \pi^{+} \pi^{-} \pi^{-},1742
B^{-}\rightarrow D^{+} \rho^{-} \pi^{-},1743
B^{-}\rightarrow D^{+} \pi^{0} \pi^{-} \pi^{-},1744
B^{-}\rightarrow D^{*+} \rho^{-} \pi^{-},1745
B^{-}\rightarrow D^{*+} \pi^{0} \pi^{-} \pi^{-},1746
B^{-}\rightarrow D^{*0} \rho^{-} \pi^{0},1747
B^{-}\rightarrow D^{*0} \pi^{-} \pi^{0} \pi^{0},1748
B^{-}\rightarrow D_{1}^{0} \pi^{-},1749
B^{-}\rightarrow {D^{\prime}}_{1}^{0} \pi^{-},1750
B^{-}\rightarrow D_{2}^{*0} \pi^{-},1751
B^{-}\rightarrow D_{1}^{0} \rho^{-},1752
B^{-}\rightarrow {D^{\prime}}_{1}^{0} \rho^{-},1753
B^{-}\rightarrow D_{2}^{*0} \rho^{-},1754
B^{-}\rightarrow D_{0}^{*0} \pi^{-},1755
B^{-}\rightarrow D^{0} K^{-},1756
B^{-}\rightarrow D^{*0} K^{-},1757
B^{-}\rightarrow K^{*-} D^{0},1758
B^{-}\rightarrow D^{*0} K^{*-},1759
B^{-}\rightarrow D^{-} \pi^{0},1760
B^{-}\rightarrow D^{*-} \pi^{0},1761
B^{-}\rightarrow D^{-} \bar{K}^{0},1762
B^{-}\rightarrow D^{*-} \bar{K}^{0},1763
B^{-}\rightarrow D^{0} D_{s0}^{*-},1764
B^{-}\rightarrow D^{*0} D_{s0}^{*-},1765
B^{-}\rightarrow D_{s1}^{-} D^{0},1766
B^{-}\rightarrow D^{*0} D_{s1}^{-},1767
B^{-}\rightarrow D^{0} K^{-} \bar{K}^{0},1768
B^{-}\rightarrow D^{0} K^{-} \bar{K}^{*0},1769
B^{-}\rightarrow D^{*0} K^{-} \bar{K}^{*0},1770
B^{-}\rightarrow D^{0} \omega \pi^{-},1771
B^{-}\rightarrow D^{*0} \omega \pi^{-},1772
B^{-}\rightarrow D^{0} {D^{\prime}}_{s1}^{-},1773
B^{-}\rightarrow D^{*0} {D^{\prime}}_{s1}^{-},1774
B^{-}\rightarrow cd_{1} \bar{u}u_{1},1775
B^{-}\rightarrow cs_{1} \bar{u}u_{1},1776
B^{-}\rightarrow \bar{u} d c \bar{u},1777
B^{-}\rightarrow \bar{u} d c \bar{u},1778
B^{-}\rightarrow \bar{u} s c \bar{u},1779
B^{-}\rightarrow \bar{c} s c \bar{u},1780
B^{-}\rightarrow \bar{c} d c \bar{u},1781
B^{-}\rightarrow \bar{u} d u \bar{u},1782
B^{-}\rightarrow \bar{c} s u \bar{u},1783
B^{-}\rightarrow \bar{u} u d \bar{u},1784
B^{-}\rightarrow \bar{d} d d \bar{u},1785
B^{-}\rightarrow \bar{s} s d \bar{u},1786
B^{-}\rightarrow \bar{u} u s \bar{u},1787
B^{-}\rightarrow \bar{d} d s \bar{u},1788
B^{-}\rightarrow \bar{s} s s \bar{u},1789
B^{-}\rightarrow s \bar{u},1790
B^{-}\rightarrow D^{0} K^{-} K^{0},1791
B^{-}\rightarrow D^{0} K^{-} K^{*0},1792
B^{-}\rightarrow D^{*0} \pi^{+} \pi^{-} \pi^{-} \pi^{0},1793
B^{-}\rightarrow D^{*0} \pi^{-} \pi^{-} \pi^{-} \pi^{+} \pi^{+},1794
B^{-}\rightarrow D^{*+} \pi^{-} \pi^{-} \pi^{-} \pi^{+},1795
B^{-}\rightarrow D_{s}^{+} \pi^{-} K^{-},1796
B^{-}\rightarrow D_{s}^{*+} \pi^{-} K^{-},1797
B^{-}\rightarrow D_{s}^{+} K^{-} K^{-},1798
B^{-}\rightarrow \eta K_{0}^{*-},1799
B^{-}\rightarrow \eta K_{2}^{*-},1800
B^{-}\rightarrow \omega K_{0}^{*-},1801
B^{-}\rightarrow \omega K_{2}^{*-},1802
B^{-}\rightarrow \bar{K}^{*0} \pi^{-},1803
B^{-}\rightarrow f_{2} K^{-},1804
B^{-}\rightarrow \bar{K}_{2}^{*0} \pi^{-},1805
B^{-}\rightarrow K^{*-} \bar{K}^{*0},1806
B^{-}\rightarrow \phi K_{1}^{-},1807
B^{-}\rightarrow \phi K_{2}^{*-},1808
B^{-}\rightarrow \eta K^{-} \gamma,1809
B^{-}\rightarrow {\eta^{\prime}} K^{-} \gamma,1810
B^{-}\rightarrow \phi K^{-} \gamma,1811
B^{-}\rightarrow \bar{p}^{-} p^{+} \pi^{-},1812
B^{-}\rightarrow \bar{p}^{-} p^{+} K^{-},1813
B^{-}\rightarrow \bar{p}^{-} p^{+} K^{*-},1814
B^{-}\rightarrow \bar{p}^{-} \Lambda^{0} \gamma,1815
B^{-}\rightarrow \bar{p}^{-} \Lambda^{0} \pi^{0},1816
B^{-}\rightarrow \bar{p}^{-} \Lambda^{0} \pi^{-} \pi^{+},1817
B^{-}\rightarrow \bar{p}^{-} \Lambda^{0} \rho^{0},1818
B^{-}\rightarrow \bar{p}^{-} \Lambda^{0} f_{2},1819
B^{-}\rightarrow \bar{\Lambda}^{0} \Lambda^{0} K^{-},1820
B^{-}\rightarrow \bar{\Lambda}^{0} \Lambda^{0} K^{*-},1821
B^{-}\rightarrow \Lambda_{c}^{+} \bar{p}^{-} \pi^{-},1822
B^{-}\rightarrow \Lambda_{c}^{+} \bar{p}^{-} \pi^{-} \pi^{0},1823
B^{-}\rightarrow \Lambda_{c}^{+} \bar{p}^{-} \pi^{-} \pi^{-} \pi^{+},1824
B^{-}\rightarrow \Sigma_{c0} \bar{p}^{-},1825
B^{-}\rightarrow \Sigma_{c0} \bar{p}^{-} \pi^{0},1826
B^{-}\rightarrow \Sigma_{c0} \bar{p}^{-} \pi^{+} \pi^{-},1827
B^{-}\rightarrow \Sigma_{c}^{++} \bar{p}^{-} \pi^{-} \pi^{-},1828
B0,Decay ID
B^{0}\rightarrow 1 \: Daughters,1
B^{0}\rightarrow 2 \: Daughters,2
B^{0}\rightarrow 3 \: Daughters,3
B^{0}\rightarrow 4 \: Daughters,4
B^{0}\rightarrow 5 \: Daughters,5
B^{0}\rightarrow 6 \: Daughters,6
B^{0}\rightarrow 7 \: Daughters,7
B^{0}\rightarrow 8 \: Daughters,8
B^{0}\rightarrow 9 \: Daughters,9
B^{0}\rightarrow 10 \: Daughters,10
B^{0}\rightarrow 11 \: Daughters,11
B^{0}\rightarrow 12 \: Daughters,12
B^{0}\rightarrow 13 \: Daughters,13
B^{0}\rightarrow 14 \: Daughters,14
B^{0}\rightarrow 15 \: Daughters,15
B^{0}\rightarrow 16 \: Daughters,16
B^{0}\rightarrow 17 \: Daughters,17
B^{0}\rightarrow 18 \: Daughters,18
B^{0}\rightarrow 19 \: Daughters,19
B^{0}\rightarrow 20 \: Daughters,20
